ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0000902664-20-003634	YES	101	0001473605	Trian Partners, L.P. (limited partnership interests)	280 PARK AVENUE, 41ST FLOOR		NEW YORK,	NY	NEW YORK	10017	(212) 451-3000	DELAWARE				Trian Partners, L.P. (Class B & Class C limited partnership interests)			Limited Partnership		overFiveYears	
0001104659-20-115232	YES	101	0001080429	PACIFIC LIFE INSURANCE CO	700 NEWPORT CENTER DRIVE		NEWPORT BEACH	CA	CALIFORNIA	92660	949-219-3943	NEBRASKA				PACIFIC LIFE INSURANCE CO/CA			Other	Stock Life Insurance Company	overFiveYears	
0001828488-20-000001	YES	101	0001828488	Vanderbilt Lodge Apartments, LLC	1861 N. CENTRAL EXPRESSWAY, SUITE 400		PLANO	TX	TEXAS	75075	949-296-7502	TEXAS							Limited Liability Company		withinFiveYears	2020
0001104659-20-115231	YES	101	0001080429	PACIFIC LIFE INSURANCE CO	700 NEWPORT CENTER DRIVE		NEWPORT BEACH	CA	CALIFORNIA	92660	949-219-3943	NEBRASKA				PACIFIC LIFE INSURANCE CO/CA			Other	Stock Life Insurance Company	overFiveYears	
0001759736-20-000001	YES	101	0001759736	IMOB, LLC.	11533 W. GUNSMOKE STREET		BOISE	ID	IDAHO	83713	208-794-1032	IDAHO							Limited Liability Company		withinFiveYears	2018
0001104659-20-115228	YES	101	0001080429	PACIFIC LIFE INSURANCE CO	700 NEWPORT CENTER DRIVE		NEWPORT BEACH	CA	CALIFORNIA	92660	949-219-3943	NEBRASKA				PACIFIC LIFE INSURANCE CO/CA			Other	Stock Life Insurance Company	overFiveYears	
0001315863-20-000847	YES	101	0001778067	Juniper Hill Capital Fund (Offshore) LP	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, P.O. BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	650.319.3660	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2019
0001828446-20-000001	NO	103	0001828445	747 Stuyvesant VII Parallel Feeder C.V.	880 THIRD AVENUE	17TH FLOOR	NEW YORK	NY	NEW YORK	10022	212-747-7474	NETHERLANDS							Other	Dutch Commanditaire Vennootschap	yetToBeFormed	
0001828446-20-000001	NO	102	0001828446	747 Stuyvesant VII Parallel Fund, L.P.	880 THIRD AVENUE	17TH FLOOR	NEW YORK	NY	NEW YORK	10022	212-747-7474	DELAWARE							Limited Partnership		withinFiveYears	2020
0001828446-20-000001	YES	101	0001828447	747 Stuyvesant VII, L.P.	880 THIRD AVENUE	17TH FLOOR	NEW YORK	NY	NEW YORK	10022	212-747-7474	DELAWARE							Limited Partnership		withinFiveYears	2020
0001104659-20-115225	YES	101	0001080429	PACIFIC LIFE INSURANCE CO	700 NEWPORT CENTER DRIVE		NEWPORT BEACH	CA	CALIFORNIA	92660	949-219-3943	NEBRASKA				PACIFIC LIFE INSURANCE CO/CA			Other	Stock Life Insurance Company	overFiveYears	
0001315863-20-000846	YES	101	0001778056	Juniper Hill Capital Fund LP	1010 EL CAMINO REAL	SUITE 200	MENLO PARK	CA	CALIFORNIA	94025	650.319.3660	DELAWARE							Limited Partnership		withinFiveYears	2019
0001828468-20-000001	YES	101	0001828468	Auerbach Opportunity Fund III, LP	6000 FAIRVIEW ROAD	12TH FLOOR	CHARLOTTE	NC	NORTH CAROLINA	28210	2124106057	DELAWARE							Limited Partnership		withinFiveYears	2020
0001828533-20-000001	YES	101	0001828533	Flying L Investments XIII, LLC	11 LINDA ISLE		NEWPORT BEACH	CA	CALIFORNIA	92660	714-299-1864	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001791003-20-000001	YES	101	0001791003	Investcorp HC Tech Onshore Fund, LP	141 West Jackson Boulevard	Suite 1801	Chicago	IL	ILLINOIS	60604	312-604-6513	DELAWARE							Limited Partnership		withinFiveYears	2019
0001567619-20-017842	YES	101	0001825427	Fiintoo 9 L.P.	C/O IINTOO FIINTOO GP LLC	211 EAST 43RD STREET, SUITE 500	NEW YORK	NY	NEW YORK	10017	212-660-0888	DELAWARE							Limited Partnership		withinFiveYears	2020
0000919574-20-006381	YES	101	0001828379	Samlyn Long Alpha Offshore, Ltd.	INTERTRUST CORP SERVICES (CAYMAN) LTD	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9007	212-848-0534	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2017
0001775728-20-000002	YES	101	0001775728	Delic Corp	77 W. Washington St.		Chicago	IL	ILLINOIS	60602	9292347423	DELAWARE							Corporation		withinFiveYears	2019
0001649444-20-000001	YES	101	0001649444	Smartvid.io, Inc.	101 MAIN STREET	14TH FLOOR	CAMBRIDGE	MA	MASSACHUSETTS	03253	617-571-5077	DELAWARE							Corporation		withinFiveYears	2015
0001828523-20-000001	YES	101	0001828523	ForMiami20 LLC	3450 NE 1 AVENUE	SUITE 307	MIAMI	FL	FLORIDA	33137	305-807-0931	DELAWARE							Limited Liability Company		withinFiveYears	2020
0000935836-20-000566	YES	101	0001350989	Dynamic Alpha Fund, L.P.	1014 MARKET STREET, SUITE 100		KIRKLAND	WA	WASHINGTON	98033	(425) 828-4300	DELAWARE	Dynamic Market Neutral Fund, L.P.	Dynamic Preservation Fund, L.P.		DYNAMIC MARKET NEUTRAL FUND, L.P.	DYNAMIC PRESERVATION FUND L P		Limited Partnership		overFiveYears	
0001012975-20-000766	YES	101	0001468155	Ellington Mortgage Opportunities Partners, LLC	C/O ELLINGTON MANAGEMENT GROUP LLC	53 FOREST AVENUE	OLD GREENWICH	CT	CONNECTICUT	06870	203.698.1200	DELAWARE							Limited Liability Company		overFiveYears	
0001828463-20-000001	YES	101	0001828463	Brad's Raw Chips, LLC	7034 EASTON ROAD		PIPERSVILLE	PA	PENNSYLVANIA	18947	215-766-3739	PENNSYLVANIA							Limited Liability Company		overFiveYears	
0001012975-20-000765	YES	101	0001468154	Ellington Mortgage Opportunities Fund, Ltd.	C/O ELLINGTON MANAGEMENT GROUP LLC	53 FOREST AVENUE	OLD GREENWICH	CT	CONNECTICUT	06870	203.698.1200	CAYMAN ISLANDS							Corporation		overFiveYears	
0001631834-20-000004	YES	101	0001631834	Alucent Biomedical, Inc.	675 Arapeen Drive, Suite 102		Salt Lake City	UT	UTAH	84102	(385) 722-2300	DELAWARE				Alucent Medical, Inc.			Corporation		overFiveYears	
0001828238-20-000002	YES	101	0001828420	MxLuxe A1 LLC	5403 NORLINDA CIRCLE		OXON HILL	MD	MARYLAND	20745	(202) 742-6885	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001788397-20-000001	YES	101	0001788397	CCG SMALL PROPERTY FUND LLC	10500 NE 8TH STREET	SUITE 301	BELLEVUE	WA	WASHINGTON	98004	425-214-1095	WASHINGTON							Limited Liability Company		withinFiveYears	2019
0001652573-20-000003	YES	101	0001652573	ZipRad, Inc.	7750 N. MACARTHUR	SUITE 120-365	IRVING	TX	TEXAS	75063	855 947 7231	TEXAS				ZipRad, LLC			Corporation		withinFiveYears	2017
0000935836-20-000565	YES	101	0001428121	Dynamic Opportunity Fund, LP	1014 MARKET STREET, SUITE 100		KIRKLAND	WA	WASHINGTON	98033	(425) 828-4300	DELAWARE				Dynamic Overseas Fund, L.P.	Dynamic Lighthorse China Fund, L.P.	DYNAMIC LIGHTHORSE CHINA FUND LP	Limited Partnership		overFiveYears	
0001781999-20-000002	YES	101	0001781999	FWB Financial, Inc.	200 W. MADISON STREET	SUITE 3900	CHICAGO	IL	ILLINOIS	60606	(773) 294-1000	ILLINOIS							Corporation		withinFiveYears	2018
0000919574-20-006377	YES	101	0001827433	Hound Partners Variable Beta Fund, LP	101 PARK AVENUE	48TH FLOOR	NEW YORK	NY	NEW YORK	10178	212-984-2415	DELAWARE							Limited Partnership		withinFiveYears	2020
0001828197-20-000001	YES	101	0001828197	Darlington Partners LLC	3030 NORTHWEST EXPRESSWAY	STE 200B	OKLAHOMA CITY	OK	OKLAHOMA	73112	760-650-5828	OKLAHOMA							Limited Liability Company		withinFiveYears	2020
0001828233-20-000001	YES	101	0001828233	Signal Insights, Inc.	33 HILLTOP DRIVE		NORTH CALDWELL	NJ	NEW JERSEY	07006	813-767-5886	DELAWARE							Corporation		withinFiveYears	2019
0001567619-20-017838	YES	101	0001686551	MacKay Municipal Capital Trading Fund, LP	1345 Avenue of the Americas	43rd Floor	New York	NY	NEW YORK	10105	212-230-3893	DELAWARE							Limited Partnership		withinFiveYears	2016
0001616264-20-000001	YES	101	0001616264	Bain Capital Senior Loan Fund (SRI), L.P.	C/O BAIN CAPITAL CREDIT, LP	200 CLARENDON STREET	BOSTON	MA	MASSACHUSETTS	02116	617-516-2700	DELAWARE				SANKATY SENIOR LOAN FUND (SRI), L.P.			Limited Partnership		overFiveYears	
0001828456-20-000001	YES	101	0001828456	BW Zander Park LLC	3021 RIDGE RD	SUITE 86	ROCKWALL	TX	TEXAS	75032	214-796-2562	TEXAS							Limited Liability Company		withinFiveYears	2020
0001456955-20-000001	YES	101	0001456955	Bain Capital Senior Loan Fund, L.P.	C/O BAIN CAPITAL CREDIT, LP	200 CLARENDON STREET	BOSTON	MA	MASSACHUSETTS	02116	617-516-2700	DELAWARE				SANKATY SENIOR LOAN FUND LP			Limited Partnership		overFiveYears	
0001828380-20-000001	YES	101	0001828380	AIBERRY INC.	155 108TH AVENUE NE	SUITE 204	BELLEVUE	WA	WASHINGTON	98004	206-218-5939	WASHINGTON							Corporation		withinFiveYears	2019
0001828472-20-000001	YES	101	0001828472	Churchill Stateside Historic GA TC Fund 2020 LLC	915 CHESTNUT STREET		CLEARWATER	FL	FLORIDA	33756	727-461-2200	GEORGIA							Limited Liability Company		withinFiveYears	2020
0001828372-20-000001	YES	101	0001828372	Peninsula 1B Holdings, Inc.	C/O GILBANE DEVELOPMENT COMPANY	88 PINE STREET, 27TH FLOOR	NEW YORK	NY	NEW YORK	10005	212-312-1600	NEW YORK							Corporation		withinFiveYears	2018
0001640425-20-000003	YES	101	0001640425	98POINT6 INC.	701 FIFTH AVENUE	SUITE 2300	SEATTLE	WA	WASHINGTON	98104	(866) 657-7991	DELAWARE				RAFA INC.			Corporation		overFiveYears	
0001828238-20-000001	YES	101	0001828238	RC Fund I LLC	311 Morning Mist Ln.		Franklin	TN	TENNESSEE	37064	(408) 458-0851	TENNESSEE							Limited Liability Company		withinFiveYears	2020
0001828507-20-000001	YES	101	0001828507	Arrowrock Income & Growth Fund III Sidecar, LP	135 NORTH MERAMEC AVE.	SUITE 600	ST. LOUIS	MO	MISSOURI	63105	3148639991	DELAWARE							Limited Partnership		withinFiveYears	2020
0001471727-20-000010	YES	101	0001471727	Better Choice Co Inc.	164 DOUGLAS RD E		OLDSMAR	FL	FLORIDA	34677	813-792-4352	DELAWARE				Sport Endurance, Inc.			Corporation		overFiveYears	
0001828474-20-000002	YES	101	0001828474	H2S, LLC LMR SERIES	125 NORTHSIDE SQUARE	SUITE 200	HUNTSVILLE	AL	ALABAMA	35801	2564684422	ALABAMA							Limited Liability Company		withinFiveYears	2020
0001828460-20-000001	YES	101	0001828460	PEARL BLUEBIRD 1 LLC	3602 HILLSIDE DR		DALLAS	TX	TEXAS	75214	323-333-5888	TEXAS							Limited Liability Company		withinFiveYears	2020
0001686544-20-000001	YES	101	0001686544	Performa (US) Intermediate Bond Fund, a series of Performa (US) Series Fund, L.P.	C/O PERFORMA LIMITED (US), LLC	701 East Bay Street, Suite 405	CHARLESTON	SC	SOUTH CAROLINA	29403	843-297-4940	DELAWARE							Limited Partnership		overFiveYears	
0001012975-20-000764	YES	101	0001827487	SOF XII Private Investors, LLC	J.P. MORGAN PRIVATE INVESTMENTS INC.	383 MADISON AVENUE	NEW YORK	NY	NEW YORK	10179	212- 464 - 0113	DELAWARE							Limited Liability Company		withinFiveYears	2020
0000943663-20-000235	YES	101	0001786087	BlueCove Equinox Credit Fund Ltd	C/O BLUECOVE LIMITED	10 NEW BURLINGTON STREET	LONDON	X0	UNITED KINGDOM	W1S 3BE	44 (0) 203 146 1502	CAYMAN ISLANDS							Other	Exempted Company	withinFiveYears	2019
0001828481-20-000001	YES	101	0001828481	MSD Private Credit Opportunity Fund 2, L.P.	645 FIFTH AVENUE	21ST FLOOR	NEW YORK	NY	NEW YORK	10022-5910	212-303-1650	DELAWARE							Limited Partnership		withinFiveYears	2020
0000919574-20-006374	YES	101	0001827432	Hound Partners Variable Beta Fund, Ltd.	DMS CORPORATE SERVICES LTD.	2ND FL, ONE NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	212-984-2415	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2020
0000943663-20-000234	YES	101	0001786073	BlueCove Equinox Credit Fund L.P.	C/O BLUECOVE LIMITED	10 NEW BURLINGTON STREET	LONDON	X0	UNITED KINGDOM	W1S 3BE	44 (0) 203 146 1502	DELAWARE							Limited Partnership		withinFiveYears	2019
0001826182-20-000001	YES	101	0001826182	RCo One LLC	290 MULBERRY STREET, APT. 5		NEW YORK	NY	NEW YORK	10012	646-247-7267	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001315863-20-000845	YES	101	0001668637	Zama Capital Fund LP	900 THIRD AVENUE	SUITE 201-6	NEW YORK	NY	NEW YORK	10022	212.418.1235	DELAWARE							Limited Partnership		withinFiveYears	2016
0000950172-20-000136	YES	101	0001828449	Sigma Co-Invest LP	C/O SOVOS COMPLIANCE LLC	200 BALLARDVALE STREET, 4TH FLOOR	WILMINGTON	MA	MASSACHUSETTS	01887	(866) 890-3970	DELAWARE							Limited Partnership		withinFiveYears	2020
0001669388-20-000001	YES	101	0001669388	Legal Sifter, Inc.	1918 SMALLMAN STREET		PITTSBURGH	PA	PENNSYLVANIA	15222	(724) 221-7438	DELAWARE							Corporation		overFiveYears	
0001824214-20-000047	YES	101	0001558771	Multi-Strategy Portfolio GD Pension Fund, Ltd.	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	CAYMAN ISLANDS							Other	Exempted Limited Company	overFiveYears	
0001824214-20-000046	YES	101	0001559623	Hedge Fund Select: WNTN Dedicated Investor Fund (US) LLC	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	DELAWARE							Limited Liability Company		overFiveYears	
0001710964-20-000003	YES	101	0001710964	CherryCircle Software, Inc.	2101 E. St. Elmo Road	Building 1, Suite 100	Austin	TX	TEXAS	78744	5125348340	DELAWARE							Corporation		withinFiveYears	2017
0001820935-20-000001	YES	101	0001820935	EquityZen Growth Technology Fund LLC - Series 631	30 Broad Street	12th Floor	New York	NY	NEW YORK	10004	(877) 490-6121	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001824214-20-000045	YES	101	0001755483	Hedge Fund Select: RIDGE Ltd	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	CAYMAN ISLANDS							Other	Exempted Limited Company	withinFiveYears	2018
0001824348-20-000001	YES	101	0001824348	EquityZen Growth Technology Fund LLC - Series 659	30 Broad Street	12th Floor	New York	NY	NEW YORK	10004	(877) 490-6121	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001567619-20-017835	YES	101	0001828353	LifeVault Bio, Inc.	179 BEAR HILL RD.		WALTHAM	MA	MASSACHUSETTS	02451	800-772-0593	DELAWARE							Corporation		withinFiveYears	2016
0001828432-20-000001	YES	101	0001828432	Midwest Shooting Center Toledo LLC	195 HANCOCK STREET		DELAWARE	OH	OHIO	43015	1 614 558-0061	OHIO							Limited Liability Company		withinFiveYears	2020
0001826121-20-000001	YES	101	0001826121	EquityZen Growth Technology Fund LLC - Series 678	30 Broad Street	12th Floor	New York	NY	NEW YORK	10004	(877) 490-6121	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001828422-20-000001	YES	101	0001828422	Presight Sensei Co-Invest Fund, L.P.	340 S. LEMON AVE., # 3391		WALNUT	CA	CALIFORNIA	91789	4156382393	DELAWARE							Limited Partnership		withinFiveYears	2020
0001012975-20-000763	YES	101	0001827489	SOF XII Private Investors Offshore 1, L.P.	Intertrust Corp. Svcs. (Cayman) Ltd.	190 Elgin Avenue	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9005	212-464-0113	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2020
0001012975-20-000762	YES	101	0001827978	JLC Infrastructure Fund I (Lone Star) L.P.	111 West Jackson Blvd, Suite 1901		Chicago	IL	ILLINOIS	60604	312-913-2203	DELAWARE							Limited Partnership		withinFiveYears	2020
0001824214-20-000044	YES	101	0001755474	Hedge Fund Select: RIDGE LLC	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	DELAWARE							Limited Liability Company		withinFiveYears	2018
0001828296-20-000001	YES	101	0001828296	AREOF III Co-Invest (Onshore), L.P.	c/o Ares Management LLC	2000 Avenue of the Stars, 12th Floor	Los Angeles	CA	CALIFORNIA	90067	310-201-4100	DELAWARE							Limited Partnership		withinFiveYears	2020
0001828296-20-000001	NO	102	0001828289	AREOF III Co-Invest (Offshore), L.P.	c/o Ares Management LLC	2000 Avenue of the Stars, 12th Floor	Los Angeles	CA	CALIFORNIA	90067	310-201-4100	DELAWARE							Limited Partnership		withinFiveYears	2020
0001824214-20-000043	YES	101	0001719244	Hedge Fund Select: Holocene Ltd	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	CAYMAN ISLANDS							Other	Exempted Limited Company	withinFiveYears	2017
0001012975-20-000761	YES	101	0001827488	SOF XII Private Investors Offshore 2, L.P.	Intertrust Corp. Svcs. (Cayman) Ltd.	190 Elgin Avenue	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9005	212- 464 - 0113	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2020
0000919574-20-006372	YES	101	0001078680	TIMBERLINE FINANCIAL PARTNERS, L.P.	FIVE GREENTREE CENTRE	525 ROUTE 73 NORTH, SUITE 104	MARLTON	NJ	NEW JERSEY	08053	856-267-0535	DELAWARE				TIMBERLINE FINANCIAL PARTNERS LP/NJ			Limited Partnership		overFiveYears	
0001824214-20-000042	YES	101	0001686741	Hedge Fund Select: Canyon Value Realization LLC	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	DELAWARE							Limited Liability Company		withinFiveYears	2016
0000919574-20-006370	YES	101	0001823391	MAC Alpha Capital International Small Cap Offshore Fund, Ltd.	89 NEXUS WAY	CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	914-482-3553	CAYMAN ISLANDS				MAC Alpha Capital international Small Cap Offshore Fund, Ltd.			Other	Cayman Islands Exempted Company	withinFiveYears	2020
0000919574-20-006367	YES	101	0001790998	G2 Long Only Fund Offshore Ltd.	INTERTRUST CORPORATE SVCS. (CAYMAN) LTD.	190 ELGIN AVENUE, GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	212-235-0281	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2019
0001759784-20-000001	YES	101	0001759784	Cayacoa Bay Holdings, LLC	3424 PEACHTREE RD NE STE 700		ATLANTA	GA	GEORGIA	30326	4704403300	DELAWARE							Limited Liability Company		withinFiveYears	2018
0001780969-20-000004	YES	101	0001780969	Geekdom Fund III, LP	110 E. HOUSTON STREET	7TH FLOOR	SAN ANTONIO	TX	TEXAS	78205	2108653782	TEXAS							Limited Partnership		withinFiveYears	2019
0001014108-20-000117	YES	101	0001828406	Simplifyy Holdings LLC	107 WEST 9TH STREET	2ND FLOOR	KANSAS CITY	MO	MISSOURI	64105	816-223-7253	MISSOURI	Superrenter LLC						Limited Liability Company		withinFiveYears	2017
0000919574-20-006365	YES	101	0001646787	Jericho Capital Special Opportunities Ltd	INTERTRUST CORP SERVICES (CAYMAN) LTD	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9007	(212) 946-7640	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0001012975-20-000760	YES	101	0001051340	STONEHILL OFFSHORE PARTNERS LTD	89 NEXUS WAY, CAMANA BAY	ATTN: CITCO FUND SERVICES (CAYMAN) LTD.	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1205	345-949-3977	CAYMAN ISLANDS				STONEHILL OFFSHORE PARTNERS Ltd	STONEHILL OFFSHORE PARTNERS LTD		Other	Cayman Exempted Company	overFiveYears	
0001012975-20-000759	YES	101	0001052161	STONEHILL INSTITUTIONAL PARTNERS LP	320 PARK AVENUE, 26TH FLOOR		NEW YORK	NY	NEW YORK	10022	212-739-7474	DELAWARE							Limited Partnership		overFiveYears	
0001753926-20-000335	YES	101	0001805092	Aspargo Laboratories, Inc.	550 SYLVAN AVENUE, SUITE 102		ENGLEWOOD CLIFFS	NJ	NEW JERSEY	07632	201-408-4831	DELAWARE							Corporation		withinFiveYears	2019
0001012975-20-000758	YES	101	0001374681	BELLE MEADE ASSOCIATES NY L P	527 MADISON AVENUE	19TH FLOOR	NEW YORK	NY	NEW YORK	10022	212-350-4440	NEW YORK							Limited Partnership		overFiveYears	
0001393725-20-000119	YES	101	0001785972	Elmwood Fund, LP	C/O THE VEGA GROUP LLC	177 E. COLORADO BOULEVARD, SUITE 200	PASADENA	CA	CALIFORNIA	91105	6302726690	DELAWARE							Limited Partnership		withinFiveYears	2019
0001012975-20-000757	YES	101	0001321284	Belle Meade Associates NT L P	527 MADISON AVENUE	19TH FLOOR	NEW YORK	NY	NEW YORK	10022	212-350-4440	NEW YORK							Limited Partnership		overFiveYears	
0001503480-20-000003	YES	101	0001503480	INDURE Build-to-Core Fund, LLC	900 7TH STREET, NW	SUITE 600	WASHINGTON	DC	DISTRICT OF COLUMBIA	20001	202 496-1273	DELAWARE				INDURE-NECA DIVERSIFIED UNDERWRITTEN REAL ESTATE FUND, LLC	INDURE/NECA DIVERSIFIED UNDERWRITTEN REAL ESTATE FUND, LLC		Limited Liability Company		overFiveYears	
0001012975-20-000756	YES	101	0001460009	BELLE MEADE ASSOCIATES LP	527 MADISON AVENUE	19TH FLOOR	NEW YORK	NY	NEW YORK	10022	212-350-4440	NEW YORK							Limited Partnership		overFiveYears	
0001828395-20-000002	YES	101	0001828395	RE Fund I, a series of AngelList-GP-Funds-I, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001828396-20-000002	YES	101	0001828396	CAMM Fund I, a series of Helena Special Investments AL Ventures, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001791252-20-000001	YES	101	0001791252	Life Line Family Heritage Fund I, LP	8447 WILSHIRE BOULEVARD	SUITE 200	BEVERLY HILLS	CA	CALIFORNIA	90211	323-452-9548	DELAWARE							Limited Partnership		withinFiveYears	2019
0000937834-20-000021	YES	101	0000937834	METROPOLITAN LIFE INSURANCE CO	200 PARK AVENUE		NEW YORK	NY	NEW YORK	10166	212-578-9000	NEW YORK							Corporation		overFiveYears	
0001315863-20-000844	YES	101	0001508623	Comgest Growth PLC	6TH FLOOR	2 GRAND CANAL SQUARE	DUBLIN	L2	IRELAND	2	353 1 631 0100	IRELAND							Other	an umbrella type open-ended investment company with variable capital and having segregated liability between its Funds incorporated with limited liability in Ireland	overFiveYears	
0001826848-20-000001	YES	101	0001826848	NIV I Feeder Fund, LLLP	901 SOUTH BOND STREET	SUITE 400	BALTIMORE	MD	MARYLAND	21231	4105375400	DELAWARE							Other	Limited Liability Limited Partnership	withinFiveYears	2020
0001683168-20-003441	YES	101	0001682117	Pixelogic Holdings LLC	4000 W. ALAMEDA AVENUE #110		BURBANK	CA	CALIFORNIA	91505	818-861-2010	DELAWARE							Limited Liability Company		withinFiveYears	2016
0001776892-20-000001	YES	101	0001776892	Strider Technologies, Inc.	1210 S GLEBE ROAD #41503		ARLINGTON	VA	VIRGINIA	22204	(202) 996-4891	DELAWARE							Corporation		withinFiveYears	2019
0001688062-20-000002	YES	101	0001688062	VSFT HOLDINGS INC.	100 PEARL STREET	14TH FLOOR	HARTFORD	CT	CONNECTICUT	06103	203-285-8544	DELAWARE							Corporation		withinFiveYears	2016
0001709223-20-000003	YES	101	0001709223	EMERGETECH, LLC	9055 E. Del Camino Drive		SCOTTSDALE	AZ	ARIZONA	85258	480.448.0510	DELAWARE				VANTAGE FREIGHT, LLC			Limited Liability Company		withinFiveYears	2017
0001660415-20-000001	YES	101	0001660415	Datarista, Inc.	2 Linden Road		Narragansett	RI	RHODE ISLAND	02882	401-369-9025	DELAWARE							Corporation		overFiveYears	
